,../log-simple-client1-h2,../log-simple-client1-h3,../log-single-client1-h2,../log-single-client1-h3,../log-simple-reverse1-h2,../log-simple-reverse1-h3,../log-single-reverse1-h2,../log-single-reverse1-h3
377,40.0,41.0,1622,1440.0,39.0,39.0,1532.0,1436.0
378,38.0,41.0,1562,1433.0,40.0,40.0,1446.0,1433.0
379,41.0,41.0,1545,1439.0,40.0,40.0,1556.0,1436.0
380,39.0,39.0,1606,1437.0,39.0,41.0,1518.0,1430.0
381,40.0,40.0,1519,1433.0,40.0,43.0,1542.0,1433.0
382,41.0,41.0,1523,1436.0,40.0,40.0,1580.0,1437.0
383,39.0,35.0,1547,1438.0,40.0,39.0,1438.0,1440.0
384,41.0,36.0,1540,1435.0,34.0,41.0,1482.0,1440.0
385,38.0,42.0,1524,1437.0,35.0,41.0,1529.0,1440.0
386,43.0,40.0,1530,1437.0,40.0,43.0,1529.0,1438.0
387,39.0,42.0,1560,1439.0,39.0,36.0,1508.0,1437.0
388,37.0,42.0,1484,1437.0,34.0,42.0,1531.0,1438.0
389,37.0,40.0,1469,1433.0,37.0,35.0,1484.0,1435.0
390,39.0,41.0,1487,1435.0,37.0,40.0,1477.0,1433.0
391,39.0,36.0,1492,1435.0,38.0,37.0,1495.0,1435.0
392,36.0,40.0,1579,1434.0,39.0,37.0,1434.0,1433.0
393,39.0,42.0,1532,1432.0,38.0,41.0,1524.0,1431.0
394,35.0,36.0,1474,1438.0,41.0,37.0,1518.0,1438.0
395,38.0,41.0,1466,1435.0,40.0,42.0,1528.0,1436.0
396,39.0,35.0,1557,1437.0,40.0,40.0,1464.0,1437.0
397,40.0,42.0,1534,1436.0,40.0,40.0,1533.0,1434.0
398,39.0,36.0,1595,1432.0,40.0,40.0,1479.0,1436.0
399,40.0,41.0,1561,1438.0,41.0,42.0,1487.0,1439.0
400,40.0,40.0,1508,1438.0,39.0,38.0,1487.0,1441.0
401,41.0,41.0,1533,1441.0,37.0,42.0,1510.0,1436.0
402,39.0,42.0,1620,1436.0,39.0,40.0,1484.0,1438.0
403,39.0,38.0,1518,1436.0,37.0,36.0,1487.0,1436.0
404,39.0,41.0,1547,1434.0,39.0,41.0,1509.0,1435.0
405,39.0,43.0,1469,1438.0,38.0,40.0,1552.0,1436.0
406,40.0,38.0,1576,1437.0,37.0,41.0,1582.0,1437.0
407,39.0,40.0,1518,1433.0,33.0,40.0,1591.0,1432.0
408,34.0,41.0,1498,1441.0,37.0,41.0,1475.0,1437.0
409,39.0,39.0,1472,1437.0,39.0,40.0,1577.0,1437.0
410,40.0,37.0,1590,1437.0,37.0,36.0,1507.0,1432.0
411,38.0,38.0,1498,1431.0,38.0,38.0,1519.0,1438.0
412,38.0,39.0,1522,1437.0,40.0,39.0,1501.0,1433.0
413,41.0,35.0,1469,1437.0,35.0,38.0,1508.0,1439.0
414,42.0,40.0,1494,1432.0,39.0,41.0,1543.0,1432.0
415,37.0,40.0,1521,1439.0,38.0,42.0,1475.0,1438.0
416,39.0,38.0,1512,1436.0,39.0,41.0,1554.0,1436.0
417,40.0,41.0,1533,1428.0,39.0,41.0,1478.0,1435.0
418,33.0,41.0,1503,1436.0,37.0,40.0,1467.0,1435.0
419,38.0,40.0,1500,1437.0,34.0,40.0,1450.0,1435.0
420,40.0,41.0,1498,1438.0,40.0,42.0,1443.0,1435.0
421,39.0,41.0,1569,1437.0,39.0,40.0,1510.0,1431.0
422,39.0,42.0,1577,1437.0,34.0,42.0,1567.0,1439.0
423,39.0,41.0,1536,1439.0,38.0,40.0,1486.0,1436.0
424,39.0,42.0,1484,1437.0,37.0,39.0,1550.0,1435.0
425,37.0,41.0,1551,1438.0,41.0,40.0,1564.0,1440.0
426,39.0,39.0,1508,1435.0,39.0,41.0,1439.0,1436.0
427,35.0,40.0,1582,1433.0,39.0,37.0,1501.0,1436.0
428,39.0,40.0,1474,1438.0,38.0,42.0,1529.0,1434.0
429,38.0,41.0,1552,1433.0,38.0,41.0,1483.0,1430.0
430,34.0,42.0,1470,1438.0,33.0,40.0,1535.0,1435.0
431,37.0,40.0,1602,1433.0,40.0,41.0,1455.0,1438.0
432,35.0,41.0,1545,1435.0,40.0,38.0,1533.0,1437.0
433,39.0,42.0,1508,1437.0,41.0,42.0,1485.0,1436.0
434,35.0,41.0,1525,1436.0,40.0,42.0,1507.0,1439.0
435,40.0,39.0,1484,1437.0,38.0,40.0,1435.0,1433.0
436,39.0,40.0,1539,1437.0,39.0,39.0,1517.0,1435.0
437,36.0,40.0,1519,1433.0,34.0,39.0,1455.0,1440.0
438,40.0,41.0,1474,1437.0,39.0,41.0,1472.0,1438.0
439,39.0,36.0,1486,1436.0,40.0,41.0,1482.0,1436.0
440,40.0,42.0,1514,1434.0,41.0,42.0,1445.0,1442.0
441,40.0,36.0,1519,1434.0,40.0,41.0,1452.0,1436.0
442,34.0,42.0,1574,1434.0,40.0,41.0,1483.0,1435.0
443,39.0,43.0,1580,1436.0,37.0,41.0,1451.0,1437.0
444,39.0,37.0,1541,1437.0,39.0,37.0,1523.0,1440.0
445,40.0,39.0,1433,1434.0,40.0,39.0,1536.0,1434.0
446,39.0,41.0,1526,1433.0,39.0,42.0,1529.0,1436.0
447,40.0,40.0,1570,1435.0,40.0,40.0,1511.0,1442.0
448,38.0,37.0,1575,1437.0,38.0,37.0,1561.0,1431.0
449,40.0,40.0,1566,1437.0,39.0,42.0,1478.0,1435.0
450,38.0,40.0,1430,1435.0,34.0,40.0,1439.0,1432.0
451,42.0,38.0,1592,1436.0,41.0,39.0,1504.0,1438.0
452,38.0,40.0,1559,1436.0,38.0,39.0,1486.0,1437.0
453,39.0,39.0,1436,1438.0,39.0,41.0,1508.0,1438.0
454,40.0,40.0,1588,1436.0,40.0,41.0,1588.0,1437.0
455,39.0,39.0,1519,1439.0,41.0,40.0,1467.0,1437.0
456,39.0,42.0,1501,1441.0,39.0,40.0,1487.0,1441.0
457,38.0,36.0,1599,1435.0,39.0,39.0,1503.0,1442.0
458,39.0,41.0,1486,1432.0,41.0,42.0,1474.0,1438.0
459,42.0,40.0,1556,1437.0,40.0,41.0,1530.0,1435.0
460,39.0,36.0,1613,1437.0,40.0,39.0,1508.0,1430.0
461,39.0,40.0,1507,1436.0,37.0,34.0,1517.0,1444.0
462,40.0,39.0,1593,1437.0,38.0,40.0,1482.0,1436.0
463,40.0,40.0,1463,1438.0,39.0,41.0,1507.0,1437.0
464,39.0,40.0,1525,1440.0,35.0,42.0,1515.0,1440.0
465,41.0,40.0,1536,1434.0,41.0,41.0,1451.0,1434.0
466,39.0,38.0,1529,1438.0,39.0,42.0,1510.0,1441.0
467,38.0,39.0,1593,1435.0,38.0,39.0,1506.0,1437.0
468,38.0,41.0,1563,1433.0,40.0,41.0,1448.0,1437.0
469,40.0,41.0,1474,1438.0,39.0,40.0,1518.0,1433.0
470,38.0,41.0,1464,1438.0,39.0,43.0,1528.0,1434.0
471,34.0,42.0,1546,1434.0,39.0,41.0,1452.0,1441.0
472,41.0,40.0,1583,1436.0,36.0,40.0,1483.0,1435.0
473,40.0,42.0,1594,1432.0,39.0,41.0,1482.0,1433.0
474,41.0,41.0,1539,1434.0,40.0,40.0,1525.0,1440.0
475,42.0,42.0,1518,1434.0,40.0,40.0,1451.0,1439.0
476,37.0,41.0,1483,1435.0,38.0,41.0,1525.0,1435.0
477,39.0,39.0,1541,1432.0,38.0,41.0,1480.0,1440.0
478,40.0,40.0,1608,1433.0,37.0,40.0,1438.0,1437.0
479,39.0,41.0,1488,1437.0,39.0,41.0,1561.0,1438.0
480,38.0,41.0,1482,1434.0,38.0,41.0,1531.0,1439.0
481,39.0,41.0,1535,1434.0,39.0,40.0,1538.0,1437.0
482,34.0,41.0,1603,1436.0,40.0,40.0,1524.0,1440.0
483,34.0,40.0,1464,1436.0,39.0,41.0,1511.0,1439.0
484,39.0,41.0,1614,1434.0,38.0,41.0,1529.0,1437.0
485,40.0,38.0,1508,1437.0,38.0,41.0,1478.0,1438.0
486,37.0,41.0,1567,1436.0,40.0,40.0,1508.0,1432.0
487,39.0,41.0,1599,1436.0,39.0,40.0,1452.0,1437.0
488,39.0,41.0,1498,1432.0,40.0,40.0,1529.0,1440.0
489,39.0,42.0,1513,1441.0,35.0,34.0,1438.0,1429.0
490,40.0,43.0,1552,1431.0,40.0,42.0,1488.0,1436.0
491,39.0,42.0,1527,1439.0,39.0,43.0,1511.0,1437.0
492,38.0,40.0,1474,1439.0,40.0,40.0,1451.0,1436.0
493,40.0,35.0,1484,1437.0,39.0,38.0,1531.0,1435.0
494,40.0,39.0,1616,1437.0,34.0,40.0,1487.0,1436.0
495,39.0,39.0,1485,1430.0,38.0,42.0,1611.0,1431.0
496,39.0,39.0,1592,1437.0,40.0,38.0,1476.0,1436.0
497,39.0,38.0,1508,1437.0,40.0,40.0,1507.0,1439.0
498,34.0,41.0,1591,1436.0,39.0,36.0,1553.0,1436.0
499,38.0,41.0,1578,1430.0,39.0,41.0,1592.0,1440.0
500,40.0,42.0,1487,1437.0,38.0,34.0,1477.0,1437.0
501,37.0,39.0,1542,1431.0,39.0,43.0,1482.0,1438.0
502,39.0,39.0,1527,1439.0,38.0,40.0,1448.0,1430.0
503,40.0,36.0,1471,1437.0,36.0,36.0,1562.0,1436.0
504,39.0,37.0,1559,1434.0,38.0,40.0,1467.0,1435.0
505,39.0,41.0,1499,1432.0,36.0,42.0,1509.0,1436.0
506,40.0,38.0,1560,1436.0,38.0,42.0,1497.0,1437.0
507,40.0,40.0,1512,1439.0,39.0,42.0,1452.0,1435.0
508,38.0,36.0,1571,1435.0,41.0,40.0,1569.0,1441.0
509,40.0,39.0,1617,1436.0,37.0,42.0,1465.0,1439.0
510,34.0,41.0,1549,1435.0,38.0,41.0,1564.0,1438.0
511,41.0,41.0,1493,1435.0,40.0,42.0,1540.0,1438.0
512,39.0,40.0,1475,1439.0,40.0,36.0,1442.0,1437.0
513,38.0,42.0,1519,1436.0,39.0,40.0,1533.0,1440.0
514,39.0,42.0,1472,1438.0,34.0,41.0,1533.0,1439.0
515,34.0,39.0,1582,1437.0,34.0,40.0,1534.0,1435.0
516,33.0,40.0,1531,1437.0,39.0,42.0,1507.0,1441.0
517,36.0,42.0,1572,1438.0,36.0,41.0,1549.0,1433.0
518,38.0,40.0,1506,1438.0,40.0,40.0,1547.0,1442.0
519,33.0,39.0,1493,1435.0,40.0,35.0,1509.0,1429.0
520,40.0,39.0,1536,1439.0,39.0,40.0,1489.0,1433.0
521,39.0,41.0,1493,1440.0,40.0,41.0,1586.0,1436.0
522,40.0,41.0,1495,1437.0,40.0,37.0,1510.0,1436.0
523,40.0,38.0,1441,1437.0,40.0,41.0,1509.0,1441.0
524,39.0,40.0,1500,1438.0,38.0,41.0,1480.0,1437.0
525,41.0,38.0,1544,1441.0,40.0,34.0,1521.0,1440.0
526,35.0,41.0,1511,1433.0,36.0,42.0,1489.0,1433.0
527,39.0,41.0,1590,1435.0,37.0,40.0,1565.0,1438.0
528,40.0,39.0,1491,1439.0,39.0,40.0,1473.0,1433.0
529,38.0,40.0,1516,1437.0,39.0,40.0,1570.0,1430.0
530,39.0,36.0,1566,1438.0,40.0,40.0,1461.0,1440.0
531,40.0,41.0,1516,1431.0,38.0,42.0,1571.0,1435.0
532,39.0,40.0,1468,1435.0,38.0,41.0,1565.0,1439.0
533,40.0,41.0,1557,1439.0,39.0,40.0,1553.0,1439.0
534,35.0,41.0,1531,1435.0,38.0,40.0,1470.0,1432.0
535,38.0,42.0,1484,1438.0,36.0,36.0,1453.0,1436.0
536,40.0,36.0,1489,1435.0,33.0,41.0,1467.0,1435.0
537,40.0,41.0,1536,1441.0,39.0,40.0,1509.0,1430.0
538,36.0,39.0,1505,1436.0,40.0,40.0,1532.0,1435.0
539,35.0,38.0,1599,1436.0,40.0,39.0,1508.0,1435.0
540,40.0,41.0,1532,1440.0,39.0,39.0,1515.0,1439.0
541,39.0,42.0,1510,1431.0,39.0,41.0,1485.0,1430.0
542,37.0,39.0,1594,1434.0,38.0,34.0,1432.0,1437.0
543,37.0,39.0,1445,1439.0,40.0,43.0,1510.0,1437.0
544,39.0,41.0,1549,1433.0,36.0,41.0,1482.0,1437.0
545,38.0,35.0,1564,1436.0,40.0,39.0,1494.0,1434.0
546,40.0,39.0,1643,1438.0,38.0,42.0,1522.0,1433.0
547,40.0,39.0,1542,1437.0,39.0,40.0,1535.0,1432.0
548,39.0,40.0,1512,1433.0,39.0,41.0,1461.0,1440.0
549,40.0,40.0,1529,1436.0,37.0,42.0,1554.0,1437.0
550,39.0,41.0,1562,1431.0,39.0,42.0,1463.0,1436.0
551,34.0,41.0,1497,1437.0,39.0,39.0,1471.0,1439.0
552,41.0,41.0,1532,1436.0,34.0,40.0,1512.0,1435.0
553,38.0,42.0,1619,1434.0,39.0,37.0,1512.0,1436.0
554,41.0,41.0,1475,1432.0,40.0,41.0,1444.0,1443.0
555,39.0,40.0,1525,1436.0,34.0,41.0,1589.0,1439.0
556,39.0,40.0,1538,1435.0,39.0,39.0,1448.0,1440.0
557,38.0,42.0,1570,1439.0,40.0,39.0,1527.0,1441.0
558,40.0,41.0,1571,1437.0,43.0,41.0,1523.0,1438.0
559,39.0,36.0,1521,1433.0,40.0,42.0,1517.0,1437.0
560,38.0,36.0,1538,1437.0,39.0,41.0,1483.0,1429.0
561,38.0,41.0,1472,1428.0,39.0,39.0,1463.0,1444.0
562,36.0,43.0,1573,1437.0,38.0,40.0,1489.0,1438.0
563,38.0,41.0,1594,1435.0,33.0,42.0,1512.0,1436.0
564,40.0,41.0,1521,1436.0,40.0,41.0,1446.0,1435.0
565,40.0,41.0,1590,1444.0,39.0,41.0,1437.0,1430.0
566,38.0,39.0,1569,1436.0,39.0,40.0,1510.0,1432.0
567,40.0,40.0,1514,1436.0,38.0,41.0,1438.0,1440.0
568,35.0,42.0,1543,1438.0,38.0,41.0,1475.0,1437.0
569,38.0,39.0,1460,1438.0,36.0,37.0,1581.0,1438.0
570,42.0,41.0,1545,1436.0,38.0,40.0,1536.0,1437.0
571,39.0,40.0,1519,1430.0,38.0,40.0,1523.0,1436.0
572,40.0,43.0,1499,1435.0,39.0,43.0,1564.0,1439.0
573,40.0,41.0,1546,1435.0,39.0,41.0,1564.0,1438.0
574,39.0,41.0,1591,1436.0,39.0,42.0,1549.0,1435.0
575,40.0,41.0,1558,1439.0,39.0,40.0,1547.0,1432.0
576,38.0,40.0,1512,1441.0,35.0,39.0,1510.0,1440.0
577,40.0,41.0,1455,1438.0,40.0,40.0,1516.0,1432.0
578,39.0,39.0,1616,1439.0,39.0,41.0,1532.0,1433.0
579,39.0,42.0,1570,1437.0,35.0,38.0,1513.0,1434.0
580,40.0,40.0,1589,1435.0,41.0,39.0,1434.0,1433.0
581,37.0,42.0,1553,1437.0,38.0,42.0,1540.0,1435.0
582,41.0,42.0,1516,1436.0,40.0,36.0,1511.0,1430.0
583,35.0,36.0,1586,1437.0,39.0,42.0,1439.0,1434.0
584,38.0,42.0,1567,1433.0,39.0,41.0,1510.0,1438.0
585,39.0,40.0,1550,1437.0,39.0,37.0,1539.0,1431.0
586,39.0,41.0,1569,1438.0,38.0,36.0,1432.0,1440.0
587,39.0,37.0,1496,1439.0,37.0,40.0,1512.0,1438.0
588,36.0,40.0,1511,1439.0,38.0,38.0,1533.0,1433.0
589,39.0,42.0,1508,1436.0,38.0,39.0,1514.0,1437.0
590,40.0,41.0,1516,1437.0,40.0,42.0,1463.0,1433.0
591,40.0,41.0,1498,1438.0,39.0,41.0,1467.0,1432.0
592,39.0,39.0,1613,1438.0,40.0,41.0,1553.0,1438.0
593,40.0,41.0,1536,1437.0,33.0,36.0,1473.0,1438.0
594,39.0,41.0,1627,1438.0,40.0,42.0,1457.0,1439.0
595,39.0,36.0,1444,1435.0,38.0,42.0,1501.0,1439.0
596,36.0,41.0,1493,1438.0,39.0,43.0,1481.0,1437.0
597,36.0,40.0,1547,1434.0,37.0,40.0,1545.0,1440.0
598,39.0,39.0,1525,1436.0,38.0,38.0,1476.0,1438.0
599,38.0,42.0,1597,1436.0,41.0,37.0,1436.0,1441.0
600,40.0,42.0,1526,1433.0,40.0,40.0,1549.0,1437.0
601,41.0,41.0,1508,1435.0,39.0,37.0,1583.0,1439.0
602,37.0,41.0,1504,1434.0,38.0,39.0,1464.0,1438.0
603,40.0,40.0,1480,1437.0,40.0,40.0,1476.0,1437.0
604,39.0,41.0,1510,1433.0,39.0,40.0,1566.0,1435.0
605,38.0,41.0,1481,1437.0,37.0,41.0,1486.0,1437.0
606,39.0,39.0,1598,1442.0,36.0,42.0,1562.0,1439.0
607,39.0,41.0,1526,1434.0,41.0,41.0,1516.0,1436.0
608,35.0,41.0,1505,1436.0,35.0,39.0,1510.0,1437.0
609,38.0,41.0,1584,1430.0,39.0,41.0,1436.0,1435.0
610,39.0,41.0,1527,1441.0,39.0,41.0,1491.0,1436.0
611,34.0,41.0,1517,1438.0,38.0,37.0,1503.0,1436.0
612,41.0,40.0,1496,1434.0,37.0,38.0,1430.0,1430.0
613,39.0,41.0,1496,1433.0,38.0,41.0,1477.0,1440.0
614,40.0,41.0,1542,1435.0,38.0,42.0,1571.0,1439.0
615,34.0,36.0,1561,1436.0,41.0,40.0,1481.0,1435.0
616,40.0,40.0,1525,1439.0,40.0,37.0,1459.0,1440.0
617,41.0,40.0,1528,1430.0,39.0,39.0,1477.0,1430.0
618,40.0,40.0,1497,1439.0,39.0,42.0,1459.0,1438.0
619,38.0,41.0,1510,1439.0,39.0,39.0,1520.0,1428.0
620,40.0,40.0,1564,1441.0,39.0,37.0,1438.0,1435.0
621,40.0,40.0,1452,1436.0,40.0,40.0,1469.0,1434.0
622,40.0,40.0,1611,1434.0,39.0,37.0,1518.0,1438.0
623,39.0,42.0,1522,1439.0,39.0,41.0,1528.0,1437.0
624,39.0,39.0,1560,1436.0,40.0,41.0,1526.0,1431.0
625,33.0,40.0,1508,1431.0,39.0,42.0,1516.0,1433.0
626,38.0,41.0,1541,1437.0,37.0,40.0,1527.0,1436.0
627,40.0,42.0,1498,1440.0,38.0,41.0,1557.0,1440.0
628,38.0,41.0,1610,1440.0,39.0,41.0,1489.0,1436.0
629,38.0,40.0,1482,1431.0,39.0,36.0,1457.0,1433.0
630,39.0,39.0,1519,1431.0,40.0,36.0,1529.0,1438.0
631,38.0,41.0,1537,1437.0,37.0,41.0,1509.0,1436.0
632,39.0,41.0,1583,1438.0,40.0,42.0,1509.0,1439.0
633,39.0,42.0,1500,1439.0,38.0,40.0,1439.0,1436.0
634,39.0,40.0,1607,1438.0,37.0,42.0,1579.0,1435.0
635,41.0,37.0,1485,1436.0,39.0,35.0,1429.0,1431.0
636,38.0,41.0,1493,1439.0,39.0,40.0,1476.0,1439.0
637,39.0,40.0,1521,1436.0,39.0,42.0,1489.0,1439.0
638,39.0,41.0,1518,1440.0,39.0,40.0,1484.0,1433.0
639,39.0,41.0,1519,1435.0,39.0,43.0,1536.0,1435.0
640,38.0,40.0,1534,1437.0,33.0,43.0,1580.0,1440.0
641,40.0,41.0,1559,1437.0,40.0,42.0,1491.0,1438.0
642,39.0,38.0,1528,1430.0,38.0,41.0,1561.0,1439.0
643,39.0,40.0,1535,1436.0,38.0,42.0,1531.0,1438.0
644,33.0,40.0,1518,1437.0,40.0,41.0,1432.0,1437.0
645,40.0,39.0,1508,1436.0,38.0,41.0,1525.0,1440.0
646,40.0,41.0,1475,1438.0,38.0,42.0,1506.0,1440.0
647,41.0,39.0,1444,1435.0,41.0,42.0,1536.0,1442.0
648,40.0,41.0,1512,1436.0,39.0,36.0,1491.0,1435.0
649,39.0,40.0,1453,1439.0,38.0,41.0,1431.0,1437.0
650,39.0,41.0,1539,1439.0,41.0,40.0,1441.0,1438.0
651,34.0,41.0,1546,1437.0,40.0,40.0,1429.0,1433.0
652,39.0,38.0,1492,1437.0,40.0,41.0,1469.0,1441.0
653,39.0,38.0,1635,1435.0,40.0,42.0,1574.0,1437.0
654,35.0,41.0,1541,1435.0,40.0,42.0,1433.0,1437.0
655,38.0,42.0,1540,1432.0,39.0,39.0,1515.0,1437.0
656,38.0,40.0,1523,1435.0,39.0,41.0,1502.0,1435.0
657,38.0,42.0,1590,1436.0,37.0,41.0,1485.0,1433.0
658,39.0,42.0,1603,1436.0,39.0,42.0,1512.0,1437.0
659,39.0,36.0,1573,1428.0,39.0,38.0,1446.0,1435.0
660,38.0,41.0,1586,1436.0,40.0,40.0,1462.0,1433.0
661,40.0,41.0,1531,1438.0,38.0,40.0,1440.0,1436.0
662,38.0,36.0,1558,1437.0,39.0,43.0,1437.0,1439.0
663,34.0,38.0,1517,1439.0,34.0,43.0,1586.0,1436.0
664,40.0,41.0,1481,1431.0,39.0,40.0,1530.0,1432.0
665,38.0,40.0,1537,1436.0,40.0,40.0,1479.0,1438.0
666,41.0,42.0,1549,1436.0,38.0,39.0,1478.0,1436.0
667,41.0,41.0,1504,1438.0,39.0,38.0,1508.0,1438.0
668,39.0,41.0,1515,1428.0,41.0,41.0,1473.0,1437.0
669,38.0,39.0,1517,1437.0,39.0,39.0,1463.0,1436.0
670,36.0,38.0,1550,1436.0,37.0,41.0,1490.0,1437.0
671,40.0,39.0,1651,1436.0,40.0,39.0,1541.0,1437.0
672,38.0,38.0,1459,1433.0,39.0,42.0,1535.0,1437.0
673,34.0,42.0,1558,1428.0,40.0,41.0,1558.0,1437.0
674,39.0,40.0,1572,1434.0,40.0,39.0,1496.0,1439.0
675,40.0,40.0,1506,1436.0,39.0,35.0,1562.0,1436.0
676,40.0,41.0,1471,1440.0,40.0,35.0,1435.0,1436.0
677,35.0,43.0,1558,1429.0,40.0,39.0,1524.0,1439.0
678,39.0,40.0,1483,1438.0,39.0,40.0,1469.0,1439.0
679,40.0,39.0,1429,1438.0,40.0,39.0,1538.0,1439.0
680,38.0,41.0,1524,1439.0,38.0,40.0,1477.0,1435.0
681,39.0,37.0,1558,1432.0,39.0,42.0,1439.0,1434.0
682,41.0,41.0,1625,1435.0,40.0,42.0,1530.0,1442.0
683,39.0,38.0,1531,1437.0,38.0,40.0,1445.0,1440.0
684,38.0,41.0,1539,1431.0,40.0,40.0,1489.0,1442.0
685,39.0,41.0,1539,1435.0,39.0,40.0,1492.0,1435.0
686,40.0,41.0,1606,1436.0,40.0,39.0,1487.0,1441.0
687,36.0,41.0,1561,1436.0,40.0,39.0,1437.0,1437.0
688,40.0,39.0,1605,1439.0,37.0,40.0,1524.0,1432.0
689,38.0,36.0,1514,1440.0,35.0,39.0,1493.0,1431.0
690,35.0,40.0,1539,1440.0,39.0,40.0,1571.0,1439.0
691,36.0,42.0,1534,1440.0,36.0,39.0,1532.0,1438.0
692,39.0,38.0,1546,1435.0,39.0,43.0,1506.0,1435.0
693,35.0,41.0,1548,1440.0,40.0,38.0,1575.0,1437.0
694,39.0,40.0,1531,1439.0,34.0,42.0,1505.0,1439.0
695,35.0,40.0,1530,1435.0,40.0,41.0,1532.0,1434.0
696,33.0,41.0,1528,1439.0,40.0,38.0,1454.0,1436.0
697,40.0,41.0,1494,1435.0,39.0,42.0,1504.0,1437.0
698,38.0,40.0,1604,1438.0,36.0,40.0,1506.0,1439.0
699,38.0,38.0,1580,1430.0,40.0,36.0,1443.0,1442.0
700,34.0,40.0,1528,1436.0,40.0,41.0,1542.0,1432.0
701,40.0,41.0,1434,1438.0,39.0,39.0,1485.0,1433.0
702,39.0,40.0,1517,1436.0,40.0,37.0,1436.0,1437.0
703,40.0,36.0,1448,1432.0,39.0,36.0,1461.0,1434.0
704,39.0,42.0,1567,1436.0,40.0,39.0,1458.0,1436.0
705,37.0,38.0,1514,1434.0,38.0,42.0,1468.0,1436.0
706,38.0,42.0,1511,1436.0,40.0,41.0,1460.0,1438.0
707,39.0,40.0,1523,1436.0,40.0,40.0,1494.0,1436.0
708,36.0,41.0,1520,1439.0,38.0,38.0,1524.0,1437.0
709,34.0,42.0,1573,1431.0,39.0,41.0,1554.0,1436.0
710,39.0,41.0,1547,1436.0,38.0,40.0,1481.0,1436.0
711,39.0,41.0,1532,1443.0,39.0,41.0,1468.0,1437.0
712,39.0,39.0,1498,1435.0,38.0,40.0,1442.0,1437.0
713,42.0,41.0,1519,1438.0,39.0,43.0,1529.0,1432.0
714,38.0,40.0,1471,1433.0,40.0,41.0,1530.0,1437.0
715,40.0,40.0,1590,1430.0,39.0,39.0,1475.0,1438.0
716,39.0,38.0,1515,1430.0,38.0,41.0,1532.0,1438.0
717,35.0,41.0,1535,1435.0,38.0,41.0,1446.0,1431.0
718,39.0,40.0,1582,1432.0,40.0,34.0,1481.0,1437.0
719,39.0,41.0,1569,1434.0,41.0,39.0,1566.0,1435.0
720,39.0,40.0,1544,1436.0,36.0,38.0,1461.0,1438.0
721,40.0,35.0,1522,1438.0,39.0,41.0,1448.0,1434.0
722,34.0,40.0,1507,1436.0,35.0,41.0,1468.0,1433.0
723,40.0,40.0,1581,1433.0,40.0,41.0,1457.0,1433.0
724,39.0,42.0,1519,1437.0,39.0,41.0,1569.0,1435.0
725,40.0,39.0,1552,1435.0,37.0,41.0,1490.0,1436.0
726,38.0,41.0,1541,1438.0,39.0,41.0,1461.0,1438.0
727,39.0,40.0,1563,1436.0,34.0,41.0,1501.0,1435.0
728,41.0,40.0,1457,1440.0,40.0,37.0,1469.0,1437.0
729,35.0,39.0,1473,1437.0,40.0,42.0,1478.0,1437.0
730,39.0,44.0,1565,1437.0,39.0,41.0,1492.0,1437.0
731,36.0,41.0,1567,1435.0,39.0,42.0,1488.0,1435.0
732,41.0,40.0,1505,1438.0,40.0,41.0,1537.0,1435.0
733,40.0,38.0,1560,1438.0,37.0,40.0,1528.0,1431.0
734,39.0,43.0,1564,1433.0,40.0,40.0,1536.0,1432.0
735,39.0,41.0,1468,1438.0,38.0,42.0,1546.0,1437.0
736,40.0,42.0,1515,1436.0,38.0,42.0,1460.0,1440.0
737,38.0,37.0,1584,1437.0,36.0,36.0,1563.0,1440.0
738,40.0,36.0,1521,1430.0,39.0,40.0,1505.0,1438.0
739,39.0,40.0,1518,1431.0,41.0,36.0,1542.0,1431.0
740,37.0,42.0,1519,1439.0,41.0,39.0,1553.0,1441.0
741,38.0,41.0,1552,1438.0,35.0,41.0,1523.0,1436.0
742,40.0,41.0,1619,1438.0,40.0,42.0,1436.0,1432.0
743,39.0,41.0,1521,1437.0,38.0,39.0,1546.0,1430.0
744,39.0,39.0,1473,1435.0,38.0,41.0,1538.0,1439.0
745,39.0,41.0,1605,1435.0,40.0,35.0,1525.0,1436.0
746,39.0,39.0,1497,1434.0,40.0,41.0,1565.0,1441.0
747,38.0,37.0,1580,1436.0,40.0,38.0,1527.0,1435.0
748,39.0,37.0,1486,1434.0,40.0,38.0,1450.0,1436.0
749,38.0,41.0,1623,1438.0,36.0,41.0,1491.0,1438.0
750,40.0,38.0,1602,1432.0,39.0,41.0,1541.0,1440.0
751,38.0,41.0,1473,1435.0,38.0,39.0,1476.0,1434.0
752,39.0,40.0,1484,1437.0,33.0,39.0,1554.0,1438.0
753,38.0,39.0,1583,1432.0,39.0,41.0,1534.0,1431.0
754,39.0,39.0,1493,1438.0,38.0,36.0,1439.0,1436.0
755,39.0,37.0,1493,1438.0,40.0,35.0,1521.0,1431.0
756,40.0,40.0,1638,1437.0,39.0,41.0,1462.0,1437.0
757,36.0,41.0,1498,1438.0,38.0,40.0,1513.0,1438.0
758,34.0,38.0,1541,1436.0,34.0,40.0,1460.0,1437.0
759,40.0,41.0,1513,1440.0,39.0,41.0,1488.0,1439.0
760,41.0,40.0,1486,1439.0,39.0,42.0,1486.0,1437.0
761,39.0,42.0,1635,1439.0,38.0,41.0,1539.0,1439.0
762,38.0,42.0,1503,1437.0,37.0,35.0,1510.0,1435.0
